campaign_id,campaign_name,creator_id,creator_name,creator_specialty,campaign_date,category,impressions,likes,comments,shares,total_engagements,referral_id,traffic_source,click_timestamp,referral_clicks,customer_id,transaction_id,purchase_timestamp,purchases,new_customers,repeat_purchases,order_value,product,product_category
CAM046,New Collection,CR003,Rohan Kapoor,Tech,2026-05-27,Fashion,11144,511,80,68,659,REF00288,YouTube,2026-05-27 13:00:00,452,CUST8184,TXN00288,2026-05-29 00:00:00,19,15,4,45805.01,Sneakers,Fashion
CAM014,Premium Picks,CR005,Vihaan Patel,Fitness,2026-05-30,Home,11854,345,54,23,422,REF00289,Email,2026-05-30 04:00:00,354,CUST1957,TXN00289,2026-06-04 00:00:00,12,9,3,28720.63,Wireless Earbuds,Electronics
CAM040,Holiday Offers,CR008,Sara Khan,Food,2026-06-25,Food,4960,188,19,24,231,REF00290,Google,2026-06-25 06:00:00,140,CUST4044,TXN00290,2026-07-04 00:00:00,8,8,0,20356.71,Protein Powder,Fitness
CAM009,New Collection,CR010,Diya Joshi,Lifestyle,2026-06-03,,9478,308,35,41,384,REF00291,TikTok,2026-06-03 23:00:00,156,CUST7862,TXN00291,2026-06-08 00:00:00,9,9,0,17416.14,Sneakers,Fashion
CAM018,Mega Savings,CR001,Aarav Mehta,Lifestyle,2026-03-27,Fashion,2742,131,13,12,156,REF00292,YouTube,2026-03-27 02:00:00,81,CUST8242,TXN00292,2026-04-02 00:00:00,6,5,1,22527.41,Wireless Earbuds,Electronics
CAM009,Spring Refresh,CR012,Kavya Iyer,Fashion,2026-01-28,Fitness,7167,234,34,27,295,REF00293,Instagram,2026-01-28 02:00:00,57,CUST3112,TXN00293,2026-02-01 00:00:00,3,2,1,7223.78,Travel Backpack,Travel
CAM056,Summer Launch,CR003,Rohan Kapoor,Tech,2026-05-08,Fashion,10226,477,46,54,577,REF00294,Instagram,2026-05-08 22:00:00,316,CUST8088,TXN00294,2026-05-14 00:00:00,23,22,1,35050.49,Skincare Kit,Beauty
CAM037,Mega Savings,CR006,Meera Nair,Travel,2026-04-16,Food,3671,108,14,6,128,REF00295,TikTok,2026-04-16 13:00:00,63,CUST9767,TXN00295,2026-04-24 00:00:00,7,7,0,23130.29,Sneakers,Fashion
CAM011,Creator Spotlight,CR005,Vihaan Patel,Fitness,2026-01-23,Travel,16977,883,54,66,1003,REF00296,Email,2026-01-23 11:00:00,438,CUST6303,TXN00296,2026-01-31 00:00:00,30,29,1,125283.8,Coffee Maker,Home
CAM060,Mega Savings,CR002,Ananya Sharma,Fashion,2026-04-23,Electronics,8914,269,19,30,318,REF00297,Google,2026-04-23 02:00:00,195,CUST9390,TXN00297,2026-04-27 00:00:00,9,9,0,34451.61,Sneakers,Fashion
CAM052,Mega Savings,CR007,Kabir Singh,Gaming,2026-06-15,Fitness,5176,256,21,22,299,REF00298,YouTube,2026-06-15 18:00:00,152,CUST9019,TXN00298,2026-06-20 00:00:00,9,8,1,22216.82,Wireless Earbuds,Electronics
CAM058,Weekend Flash,CR009,Arjun Rao,Finance,2026-02-11,Travel,5665,269,39,17,325,REF00299,Direct,2026-02-11 08:00:00,143,CUST3782,TXN00299,2026-02-14 00:00:00,3,3,0,7124.34,Wireless Earbuds,Electronics
CAM038,New Collection,CR007,Kabir Singh,Gaming,2026-01-11,Fitness,3089,171,21,9,201,REF00300,Instagram,2026-01-11 02:00:00,78,CUST8601,TXN00300,2026-01-16 00:00:00,1,1,0,3841.45,Wireless Earbuds,Electronics
CAM020,Premium Picks,CR002,Ananya Sharma,Fashion,2026-06-12,Food,2500,118,8,11,137,REF00301,Instagram,2026-06-12 12:00:00,94,CUST5384,TXN00301,2026-06-15 00:00:00,3,3,0,9447.71,Sneakers,Fashion
CAM051,Back to College,CR008,Sara Khan,Food,2026-02-04,Travel,4790,120,10,14,144,REF00302,Instagram,2026-02-04 05:00:00,120,CUST5473,TXN00302,2026-02-07 00:00:00,3,2,1,7347.49,Travel Backpack,Travel
CAM059,Festive Picks,CR009,Arjun Rao,Finance,2026-06-04,Gaming,6766,230,36,28,294,REF00303,YouTube,2026-06-04 12:00:00,173,CUST8028,TXN00303,2026-06-12 00:00:00,7,7,0,22191.99,Smartwatch,Electronics
CAM028,Creator Spotlight,CR007,Kabir Singh,Gaming,2026-05-24,Travel,10313,355,51,37,443,REF00304,Instagram,2026-05-24 22:00:00,181,CUST9891,TXN00304,2026-06-02 00:00:00,3,3,0,10929.74,Coffee Maker,Home
CAM005,Mega Savings,CR009,Arjun Rao,Finance,2026-02-12,Beauty,13087,437,47,37,521,REF00305,Google,2026-02-12 01:00:00,420,CUST5153,TXN00305,2026-02-21 00:00:00,21,18,3,75304.57,Gaming Headset,Gaming
CAM016,Weekend Flash,CR005,Vihaan Patel,Fitness,2026-04-24,Gaming,9633,622,66,43,731,REF00306,Instagram,2026-04-24 16:00:00,284,CUST5844,TXN00306,2026-05-02 00:00:00,20,19,1,79397.99,Coffee Maker,Home
CAM024,Product Launch,CR007,Kabir Singh,Gaming,2026-03-29,Home,6845,338,33,25,396,REF00307,Direct,2026-03-29 17:00:00,238,CUST6533,TXN00307,2026-04-07 00:00:00,9,9,0,18090.19,Protein Powder,Fitness
CAM046,Mega Savings,CR002,Ananya Sharma,Fashion,2026-04-03,Food,4991,229,15,17,261,REF00308,YouTube,2026-04-03 14:00:00,132,CUST4372,TXN00308,2026-04-04 00:00:00,14,10,4,58603.05,Wireless Earbuds,Electronics
CAM038,Spring Refresh,CR001,Aarav Mehta,Lifestyle,2026-04-30,Home,6260,211,23,16,250,REF00309,TikTok,2026-04-30 04:00:00,185,CUST1810,TXN00309,2026-05-08 00:00:00,7,7,0,8949.36,Skincare Kit,Beauty
CAM034,Weekend Flash,CR012,Kavya Iyer,Fashion,2026-03-30,Food,6160,343,41,30,414,REF00310,Google,2026-03-30 03:00:00,138,CUST3819,TXN00310,2026-04-06 00:00:00,4,2,2,15024.27,Coffee Maker,Home
CAM036,New Collection,CR007,Kabir Singh,Gaming,2026-01-25,Beauty,6185,290,34,24,348,REF00311,Instagram,2026-01-25 18:00:00,150,CUST3508,TXN00311,2026-01-30 00:00:00,8,8,0,37080.6,Smartwatch,Electronics
CAM031,New Collection,CR012,Kavya Iyer,Fashion,2026-06-29,Travel,6806,163,16,12,191,REF00312,Instagram,2026-06-29 06:00:00,146,CUST1340,TXN00312,2026-07-08 00:00:00,3,3,0,5345.27,Skincare Kit,Beauty
CAM015,Spring Refresh,CR004,Isha Verma,Beauty,2026-03-27,Fashion,7796,353,52,27,432,REF00313,Direct,2026-03-27 23:00:00,161,CUST1157,TXN00313,2026-03-30 00:00:00,4,4,0,7693.34,Wireless Earbuds,Electronics
CAM014,Creator Spotlight,CR006,Meera Nair,Travel,2026-06-25,Food,4144,121,11,8,140,REF00314,Google,2026-06-25 10:00:00,108,CUST4261,TXN00314,2026-07-01 00:00:00,6,5,1,36297.9,Smartwatch,Electronics
CAM041,Premium Picks,CR001,Aarav Mehta,Lifestyle,2026-06-08,Home,4149,192,16,15,223,REF00315,Instagram,2026-06-08 07:00:00,106,CUST3317,TXN00315,2026-06-16 00:00:00,7,6,1,16368.48,Wireless Earbuds,Electronics
CAM017,Weekend Flash,CR004,Isha Verma,Beauty,2026-06-03,Travel,5892,236,18,27,281,REF00316,Instagram,2026-06-03 04:00:00,94,CUST9810,TXN00316,2026-06-12 00:00:00,7,7,0,33243.85,Sneakers,Fashion
CAM048,Spring Refresh,CR008,Sara Khan,Food,2026-05-22,Fitness,8059,311,24,16,351,REF00317,Google,2026-05-22 11:00:00,278,CUST9026,TXN00317,2026-05-23 00:00:00,8,6,2,22239.45,Smartwatch,Electronics
CAM003,New Collection,CR005,Vihaan Patel,Fitness,2026-03-07,Electronics,7913,395,26,29,450,REF00318,Instagram,2026-03-07 18:00:00,184,CUST7635,TXN00318,2026-03-15 00:00:00,16,12,4,77030.36,Coffee Maker,Home
CAM004,Holiday Offers,CR012,Kavya Iyer,Fashion,2026-05-16,Fitness,9681,385,38,44,467,REF00319,TikTok,2026-05-16 16:00:00,243,CUST5024,TXN00319,2026-05-19 00:00:00,4,3,1,12842.39,Protein Powder,Fitness
CAM049,Monsoon Sale,CR008,Sara Khan,Food,2026-01-28,Beauty,5584,189,29,13,231,REF00320,Email,2026-01-28 17:00:00,179,CUST4254,TXN00320,2026-02-02 00:00:00,12,11,1,21640.66,Sneakers,Fashion
CAM012,Mega Savings,CR010,Diya Joshi,Lifestyle,2026-01-24,Travel,4078,175,12,19,206,REF00321,YouTube,2026-01-24 21:00:00,118,CUST5429,TXN00321,2026-01-28 00:00:00,10,9,1,19265.68,Protein Powder,Fitness
CAM022,Product Launch,CR001,Aarav Mehta,Lifestyle,2026-05-13,Home,7473,354,54,37,445,REF00322,Email,2026-05-13 14:00:00,238,CUST4459,TXN00322,2026-05-18 00:00:00,15,14,1,48478.65,Gaming Headset,Gaming
CAM042,Back to College,CR007,Kabir Singh,Gaming,2026-06-22,Fashion,5795,258,39,15,312,REF00323,Email,2026-06-22 14:00:00,170,CUST7446,TXN00323,2026-06-23 00:00:00,12,9,3,17376.35,Protein Powder,Fitness
CAM021,Spring Refresh,CR003,Rohan Kapoor,Tech,2026-04-21,Home,3702,141,12,10,163,REF00324,Instagram,2026-04-21 04:00:00,106,CUST5889,TXN00324,2026-04-26 00:00:00,3,3,0,4728.8,Protein Powder,Fitness
CAM030,Creator Spotlight,CR006,Meera Nair,Travel,2026-06-25,Electronics,6806,227,16,15,258,REF00325,TikTok,2026-06-25 05:00:00,183,CUST7837,TXN00325,2026-07-02 00:00:00,7,5,2,28907.28,Sneakers,Fashion
CAM029,Back to College,CR004,Isha Verma,Beauty,2026-04-11,Food,7560,278,38,26,342,REF00326,Instagram,2026-04-11 18:00:00,133,CUST8871,TXN00326,2026-04-19 00:00:00,11,9,2,51603.24,Smartwatch,Electronics
CAM023,Mega Savings,CR010,Diya Joshi,Lifestyle,2026-06-12,Home,8316,356,23,40,419,REF00327,Instagram,2026-06-12 12:00:00,197,CUST2778,TXN00327,2026-06-19 00:00:00,8,7,1,15160.0,Travel Backpack,Travel
CAM032,Festive Picks,CR008,Sara Khan,Food,2026-01-06,Gaming,4833,219,16,26,261,REF00328,Google,2026-01-06 15:00:00,127,CUST4586,TXN00328,2026-01-12 00:00:00,8,8,0,27922.18,Protein Powder,Fitness
CAM008,Festive Picks,CR004,Isha Verma,Beauty,2026-01-13,Home,5924,188,25,19,232,REF00329,Email,2026-01-13 09:00:00,230,CUST2001,TXN00329,2026-01-19 00:00:00,16,15,1,42446.72,Travel Backpack,Travel
CAM058,Premium Picks,CR009,Arjun Rao,Finance,2026-01-27,Fitness,23072,1165,191,86,1442,REF00330,Facebook,2026-01-27 06:00:00,589,CUST4462,TXN00330,2026-02-02 00:00:00,35,30,5,118202.67,Sneakers,Fashion
CAM029,Holiday Offers,CR009,Arjun Rao,Finance,2026-01-22,Fashion,8966,165,11,8,184,REF00331,YouTube,2026-01-22 14:00:00,200,CUST5938,TXN00331,2026-01-29 00:00:00,13,9,4,55380.73,Smartwatch,Electronics
CAM056,Back to College,CR002,Ananya Sharma,Fashion,2026-01-29,Fashion,8992,471,66,49,586,REF00332,TikTok,2026-01-29 10:00:00,319,CUST3705,TXN00332,2026-02-05 00:00:00,15,13,2,63430.26,Sneakers,Fashion
CAM018,Mega Savings,CR012,Kavya Iyer,Fashion,2026-06-25,Fitness,5478,275,17,24,316,REF00333,YouTube,2026-06-25 09:00:00,154,CUST2155,TXN00333,2026-06-28 00:00:00,7,5,2,28198.97,Sneakers,Fashion
CAM019,Festive Picks,CR002,Ananya Sharma,Fashion,2026-04-30,Travel,10775,349,24,43,416,REF00334,YouTube,2026-04-30 08:00:00,231,CUST7399,TXN00334,2026-05-09 00:00:00,5,4,1,9737.56,Wireless Earbuds,Electronics
CAM051,Weekend Flash,CR003,Rohan Kapoor,Tech,2026-05-25,Gaming,4748,213,21,11,245,REF00335,YouTube,2026-05-25 16:00:00,228,CUST3525,TXN00335,2026-05-30 00:00:00,23,17,6,37951.76,Protein Powder,Fitness
CAM038,Back to College,CR011,Aditya Deshmukh,Tech,2026-03-26,Travel,7450,279,45,29,353,REF00336,Google,2026-03-26 13:00:00,317,CUST4062,TXN00336,2026-04-02 00:00:00,12,10,2,55308.81,Coffee Maker,Home
CAM041,Holiday Offers,CR006,Meera Nair,Travel,2026-06-15,Fitness,6923,284,29,18,331,REF00337,Facebook,2026-06-15 19:00:00,184,CUST5557,TXN00337,2026-06-19 00:00:00,8,8,0,34365.72,Gaming Headset,Gaming
CAM006,Premium Picks,CR006,Meera Nair,Travel,2026-03-31,Electronics,5062,219,19,20,258,REF00338,YouTube,2026-03-31 11:00:00,100,CUST2664,TXN00338,2026-04-01 00:00:00,8,8,0,9372.33,Travel Backpack,Travel
CAM047,Premium Picks,CR006,Meera Nair,Travel,2026-04-28,Fashion,11063,412,53,24,489,REF00339,Facebook,2026-04-28 07:00:00,295,CUST5931,TXN00339,2026-05-03 00:00:00,14,14,0,27478.82,Skincare Kit,Beauty
CAM041,Product Launch,CR010,Diya Joshi,Lifestyle,2026-02-11,Electronics,15114,597,79,65,741,REF00340,Instagram,2026-02-11 22:00:00,214,CUST9404,TXN00340,2026-02-12 00:00:00,17,16,1,58906.33,Wireless Earbuds,Electronics
CAM035,Spring Refresh,CR008,Sara Khan,Food,2026-03-17,Gaming,7066,160,17,18,195,REF00341,TikTok,2026-03-17 02:00:00,212,CUST1335,TXN00341,2026-03-22 00:00:00,5,5,0,15829.77,Wireless Earbuds,Electronics
CAM021,Back to College,CR006,Meera Nair,Travel,2026-01-02,Fashion,17112,410,53,26,489,REF00342,Facebook,2026-01-02 12:00:00,288,CUST3755,TXN00342,2026-01-09 00:00:00,13,12,1,44207.89,Coffee Maker,Home
CAM004,New Collection,CR010,Diya Joshi,Lifestyle,2026-06-29,Beauty,5263,187,23,20,230,REF00343,YouTube,2026-06-29 03:00:00,133,CUST4182,TXN00343,2026-07-07 00:00:00,8,8,0,9360.76,Travel Backpack,Travel
CAM038,Mega Savings,CR004,Isha Verma,Beauty,2026-03-13,Fashion,3344,118,16,9,143,REF00344,Direct,2026-03-13 01:00:00,69,CUST1797,TXN00344,2026-03-21 00:00:00,7,6,1,45317.91,Smartwatch,Electronics
CAM041,Premium Picks,CR012,Kavya Iyer,Fashion,2026-02-08,Travel,5571,192,21,22,235,REF00345,Instagram,2026-02-08 14:00:00,172,CUST7269,TXN00345,2026-02-14 00:00:00,11,8,3,48369.83,Gaming Headset,Gaming
CAM018,Creator Spotlight,CR001,Aarav Mehta,Lifestyle,2026-02-27,Fitness,4997,271,32,15,318,REF00346,Email,2026-02-27 18:00:00,128,CUST3532,TXN00346,2026-03-05 00:00:00,16,13,3,76014.28,Coffee Maker,Home
CAM002,New Collection,CR011,Aditya Deshmukh,Tech,2026-01-23,Fitness,3554,190,19,17,226,REF00347,YouTube,2026-01-23 15:00:00,97,CUST1923,TXN00347,2026-01-26 00:00:00,6,5,1,16161.07,Smartwatch,Electronics
CAM010,Back to College,CR011,Aditya Deshmukh,Tech,2026-05-24,Home,6042,294,30,26,350,REF00348,Instagram,2026-05-24 15:00:00,169,CUST1796,TXN00348,2026-05-30 00:00:00,6,6,0,28475.02,Gaming Headset,Gaming
CAM022,Monsoon Sale,CR011,Aditya Deshmukh,Tech,2026-05-05,Beauty,5619,255,26,22,303,REF00349,Facebook,2026-05-05 17:00:00,89,CUST7616,TXN00349,2026-05-14 00:00:00,10,10,0,18163.46,Protein Powder,Fitness
CAM024,Festive Picks,CR002,Ananya Sharma,Fashion,2026-02-24,Electronics,3131,126,11,9,146,REF00350,Email,2026-02-24 13:00:00,115,CUST6863,TXN00350,2026-03-02 00:00:00,9,7,2,39512.76,Gaming Headset,Gaming
CAM055,Monsoon Sale,CR002,Ananya Sharma,Fashion,2026-02-14,Fitness,11261,579,56,43,678,REF00351,TikTok,2026-02-14 20:00:00,364,CUST2332,TXN00351,2026-02-21 00:00:00,24,20,4,72802.53,Protein Powder,Fitness
CAM036,New Collection,CR003,Rohan Kapoor,Tech,2026-06-15,Beauty,7024,265,33,27,325,REF00352,Google,2026-06-15 11:00:00,139,CUST9459,TXN00352,2026-06-16 00:00:00,13,12,1,64807.33,Gaming Headset,Gaming
CAM053,Creator Spotlight,CR003,Rohan Kapoor,Tech,2026-01-19,Gaming,6928,217,25,26,268,REF00353,Instagram,2026-01-19 02:00:00,137,CUST7956,TXN00353,2026-01-24 00:00:00,7,7,0,20351.58,Protein Powder,Fitness
CAM004,Monsoon Sale,CR001,Aarav Mehta,Lifestyle,2026-02-01,Fashion,9770,409,60,29,498,REF00354,Instagram,2026-02-01 07:00:00,203,CUST8280,TXN00354,2026-02-08 00:00:00,10,9,1,8934.48,Skincare Kit,Beauty
CAM015,Monsoon Sale,CR011,Aditya Deshmukh,Tech,2026-05-25,Fitness,4502,198,18,15,231,REF00355,Instagram,2026-05-25 05:00:00,83,CUST1236,TXN00355,2026-05-31 00:00:00,1,1,0,4496.03,Coffee Maker,Home
CAM011,Weekend Flash,CR001,Aarav Mehta,Lifestyle,2026-04-10,Travel,14819,766,77,82,925,REF00356,Instagram,2026-04-10 21:00:00,493,CUST1287,TXN00356,2026-04-15 00:00:00,20,17,3,66101.03,Coffee Maker,Home
CAM003,Mega Savings,CR011,Aditya Deshmukh,Tech,2026-01-08,Food,11002,369,24,37,430,REF00357,Instagram,2026-01-08 15:00:00,209,CUST3178,TXN00357,2026-01-13 00:00:00,8,7,1,34959.89,Smartwatch,Electronics
CAM018,Monsoon Sale,CR001,Aarav Mehta,Lifestyle,2026-04-27,Gaming,4533,140,18,8,166,REF00358,Facebook,2026-04-27 14:00:00,113,,,,0,0,0,0.0,Sneakers,Fashion
CAM008,Back to College,CR002,Ananya Sharma,Fashion,2026-02-21,Home,13944,597,41,39,677,REF00359,Google,2026-02-21 01:00:00,321,CUST1399,TXN00359,2026-02-25 00:00:00,17,13,4,44702.2,Travel Backpack,Travel
CAM028,Monsoon Sale,CR012,Kavya Iyer,Fashion,2026-04-01,Fashion,7841,410,47,24,481,REF00360,Facebook,2026-04-01 11:00:00,195,CUST1786,TXN00360,2026-04-08 00:00:00,9,8,1,22848.44,Sneakers,Fashion
CAM009,Summer Launch,CR010,Diya Joshi,Lifestyle,2026-06-28,Travel,6325,202,28,22,252,REF00361,Facebook,2026-06-28 03:00:00,242,CUST6486,TXN00361,2026-06-29 00:00:00,5,5,0,31614.44,Smartwatch,Electronics
CAM031,Premium Picks,CR009,Arjun Rao,Finance,2026-01-25,Travel,5684,360,25,25,410,REF00362,Google,2026-01-25 20:00:00,199,CUST1543,TXN00362,2026-02-02 00:00:00,10,7,3,41333.9,Coffee Maker,Home
CAM021,Product Launch,CR009,Arjun Rao,Finance,2026-05-24,Electronics,8634,414,51,41,506,REF00363,Google,2026-05-24 13:00:00,300,CUST5268,TXN00363,2026-05-29 00:00:00,23,21,2,53626.22,Wireless Earbuds,Electronics
CAM043,Spring Refresh,CR007,Kabir Singh,Gaming,2026-01-03,Electronics,4509,193,14,12,219,REF00364,Email,2026-01-03 14:00:00,129,CUST8443,TXN00364,2026-01-07 00:00:00,5,4,1,9637.19,Coffee Maker,Home
CAM002,Spring Refresh,CR009,Arjun Rao,Finance,2026-01-26,Fashion,10014,382,50,34,466,REF00365,Email,2026-01-26 04:00:00,333,CUST1068,TXN00365,2026-01-28 00:00:00,25,20,5,30226.27,Skincare Kit,Beauty
CAM023,Monsoon Sale,CR012,Kavya Iyer,Fashion,2026-02-01,Travel,3755,182,13,9,204,REF00366,YouTube,2026-02-01 18:00:00,126,CUST7762,TXN00366,2026-02-06 00:00:00,9,5,4,38235.82,Coffee Maker,Home
CAM039,Product Launch,CR003,Rohan Kapoor,Tech,2026-03-17,Gaming,6271,260,20,27,307,REF00367,Instagram,2026-03-17 20:00:00,172,CUST1530,TXN00367,2026-03-19 00:00:00,13,12,1,25309.75,Skincare Kit,Beauty
CAM007,Back to College,CR008,Sara Khan,Food,2026-04-05,Fitness,10777,602,57,71,730,REF00368,Direct,2026-04-05 04:00:00,249,CUST7639,TXN00368,2026-04-10 00:00:00,9,8,1,14978.46,Skincare Kit,Beauty
CAM047,Festive Picks,CR001,Aarav Mehta,Lifestyle,2026-05-25,Beauty,3521,154,19,14,187,REF00369,Instagram,2026-05-25 01:00:00,80,CUST7576,TXN00369,2026-05-26 00:00:00,5,3,2,10862.77,Skincare Kit,Beauty
CAM035,Holiday Offers,CR001,Aarav Mehta,Lifestyle,2026-06-19,Home,6443,232,26,15,273,REF00370,Instagram,2026-06-19 01:00:00,182,CUST6744,TXN00370,2026-06-25 00:00:00,9,8,1,35951.87,Coffee Maker,Home
CAM016,Summer Launch,CR001,Aarav Mehta,Lifestyle,2026-01-15,Food,4354,240,31,18,289,REF00371,Instagram,2026-01-15 14:00:00,143,CUST6312,TXN00371,2026-01-19 00:00:00,10,9,1,38814.0,Sneakers,Fashion
CAM002,Spring Refresh,CR008,Sara Khan,Food,2026-01-12,Fitness,3421,170,11,9,190,REF00372,Instagram,2026-01-12 19:00:00,83,CUST1777,TXN00372,2026-01-16 00:00:00,3,2,1,7121.14,Travel Backpack,Travel
CAM005,Summer Launch,CR007,Kabir Singh,Gaming,2026-06-03,Beauty,9432,395,40,26,461,REF00373,YouTube,2026-06-03 02:00:00,260,CUST1543,TXN00373,2026-06-08 00:00:00,11,11,0,10630.37,Skincare Kit,Beauty
CAM017,Product Launch,CR007,Kabir Singh,Gaming,2026-02-15,Food,9060,415,28,33,476,REF00374,Google,2026-02-15 11:00:00,172,CUST3965,TXN00374,2026-02-16 00:00:00,17,13,4,49942.9,Sneakers,Fashion
CAM055,Mega Savings,CR012,Kavya Iyer,Fashion,2026-03-03,Fitness,5102,168,25,14,207,REF00375,YouTube,2026-03-03 08:00:00,162,CUST5286,TXN00375,2026-03-09 00:00:00,12,11,1,44626.39,Sneakers,Fashion
CAM036,Premium Picks,CR001,Aarav Mehta,Lifestyle,2026-06-13,Fitness,2772,122,9,6,137,REF00376,Google,2026-06-13 11:00:00,89,CUST4243,TXN00376,2026-06-15 00:00:00,1,1,0,2493.14,Travel Backpack,Travel
CAM012,Holiday Offers,CR011,Aditya Deshmukh,Tech,2026-05-30,Gaming,3365,142,12,14,168,REF00377,YouTube,2026-05-30 07:00:00,94,CUST7234,TXN00377,2026-06-06 00:00:00,3,2,1,3634.32,Skincare Kit,Beauty
CAM035,Monsoon Sale,CR009,Arjun Rao,Finance,2026-01-08,Fashion,2524,133,13,16,162,REF00378,Facebook,2026-01-08 03:00:00,80,CUST6172,TXN00378,2026-01-16 00:00:00,4,4,0,7601.18,Coffee Maker,Home
CAM037,Festive Picks,CR007,Kabir Singh,Gaming,2026-01-03,Electronics,4684,128,13,8,149,REF00379,Instagram,2026-01-03 16:00:00,128,,,,0,0,0,0.0,Travel Backpack,Travel
CAM018,Summer Launch,CR010,Diya Joshi,Lifestyle,2026-05-19,Electronics,8839,252,20,13,285,REF00380,Facebook,2026-05-19 11:00:00,203,CUST4353,TXN00380,2026-05-20 00:00:00,16,14,2,39354.92,Wireless Earbuds,Electronics
CAM042,Festive Picks,CR012,Kavya Iyer,Fashion,2026-02-24,Gaming,8104,271,19,16,306,REF00381,Instagram,2026-02-24 19:00:00,162,CUST2449,TXN00381,2026-02-27 00:00:00,13,10,3,24930.64,Protein Powder,Fitness
CAM022,Back to College,CR006,Meera Nair,Travel,2026-01-18,Fashion,4036,137,15,15,167,REF00382,YouTube,2026-01-18 02:00:00,139,CUST1935,TXN00382,2026-01-20 00:00:00,10,9,1,43724.66,Wireless Earbuds,Electronics
CAM011,Monsoon Sale,CR005,Vihaan Patel,Fitness,2026-05-24,Food,6536,228,34,31,293,REF00383,Instagram,2026-05-24 13:00:00,181,CUST5241,TXN00383,2026-06-01 00:00:00,4,4,0,12920.3,Gaming Headset,Gaming
CAM044,Monsoon Sale,CR007,Kabir Singh,Gaming,2026-04-24,Travel,9577,316,31,39,386,REF00384,Facebook,2026-04-24 20:00:00,143,CUST5121,TXN00384,2026-04-25 00:00:00,8,5,3,18974.85,Travel Backpack,Travel
CAM007,Festive Picks,CR012,Kavya Iyer,Fashion,2026-03-10,Gaming,13324,595,55,42,692,REF00385,Instagram,2026-03-10 20:00:00,305,CUST8680,TXN00385,2026-03-11 00:00:00,20,18,2,43343.03,Protein Powder,Fitness
CAM006,Festive Picks,CR008,Sara Khan,Food,2026-01-31,Gaming,5296,196,19,13,228,REF00386,Instagram,2026-01-31 08:00:00,137,CUST9800,TXN00386,2026-02-05 00:00:00,10,9,1,10458.07,Skincare Kit,Beauty
CAM027,Spring Refresh,CR009,Arjun Rao,Finance,2026-01-07,Gaming,12521,722,84,81,887,REF00387,Instagram,2026-01-07 04:00:00,307,CUST2120,TXN00387,2026-01-09 00:00:00,20,15,5,61136.2,Coffee Maker,Home
CAM016,Weekend Flash,CR010,Diya Joshi,Lifestyle,2026-04-08,Travel,5795,183,16,10,209,REF00388,YouTube,2026-04-08 02:00:00,114,CUST7896,TXN00388,2026-04-11 00:00:00,8,6,2,35787.14,Smartwatch,Electronics
CAM017,Monsoon Sale,CR010,Diya Joshi,Lifestyle,2026-05-25,Fitness,3354,123,13,10,146,REF00389,Google,2026-05-25 01:00:00,84,CUST9014,TXN00389,2026-05-30 00:00:00,5,5,0,9312.9,Travel Backpack,Travel
CAM035,Festive Picks,CR002,Ananya Sharma,Fashion,2026-04-03,Fitness,4620,242,24,26,292,REF00390,Google,2026-04-03 16:00:00,111,CUST2974,TXN00390,2026-04-06 00:00:00,7,7,0,13253.23,Wireless Earbuds,Electronics
CAM060,Back to College,CR008,Sara Khan,Food,2026-05-05,Fitness,4258,231,17,19,267,REF00391,Email,2026-05-05 03:00:00,118,CUST3525,TXN00391,2026-05-07 00:00:00,4,4,0,9206.17,Sneakers,Fashion
CAM034,Mega Savings,CR008,Sara Khan,Food,2026-05-17,Fitness,6873,287,21,27,335,REF00392,Email,2026-05-17 15:00:00,194,CUST3858,TXN00392,2026-05-26 00:00:00,12,8,4,58204.1,Coffee Maker,Home
CAM052,New Collection,CR010,Diya Joshi,Lifestyle,2026-05-25,Fashion,5407,254,21,17,292,REF00393,Direct,2026-05-25 18:00:00,164,CUST4588,TXN00393,2026-05-27 00:00:00,11,9,2,40344.55,Gaming Headset,Gaming
CAM052,Premium Picks,CR009,Arjun Rao,Finance,2026-04-03,Beauty,8249,374,23,43,440,REF00394,YouTube,2026-04-03 21:00:00,205,CUST1638,TXN00394,2026-04-12 00:00:00,15,11,4,56518.8,Coffee Maker,Home
CAM033,Weekend Flash,CR007,Kabir Singh,Gaming,2026-02-10,Home,7693,295,34,38,367,REF00395,Facebook,2026-02-10 08:00:00,276,CUST4581,TXN00395,2026-02-14 00:00:00,22,19,3,91028.51,Coffee Maker,Home
CAM015,Mega Savings,CR011,Aditya Deshmukh,Tech,2026-05-17,Electronics,13634,486,72,46,604,REF00396,Instagram,2026-05-17 06:00:00,268,CUST2855,TXN00396,2026-05-25 00:00:00,15,12,3,51275.03,Coffee Maker,Home
CAM033,Creator Spotlight,CR012,Kavya Iyer,Fashion,2026-01-29,Beauty,5083,183,30,17,230,REF00397,Instagram,2026-01-29 21:00:00,110,CUST3161,TXN00397,2026-02-05 00:00:00,4,3,1,17795.72,Coffee Maker,Home
CAM054,Mega Savings,CR002,Ananya Sharma,Fashion,2026-06-10,Gaming,9686,295,24,19,338,REF00398,Google,2026-06-10 14:00:00,182,CUST8985,TXN00398,2026-06-15 00:00:00,10,7,3,41071.73,Sneakers,Fashion
